Life expectancy ,Adult Mortality,infant deaths,Alcohol,Population,Education
81.4,68,0,11.02,54336,13.9
81.1,7,0,11.34,53946,13.9
88,72,0,11.5,518347,13.9
86,73,0,11.36,56953,13.7
83,76,0,11.42,497783,13.5
80,8,0,11.53,48865,13.5
79.7,82,0,11.75,479993,13.5
79.4,85,0,11.98,472637,13.5
78.8,9,0,11.84,465158,13.5
78.7,92,0,12.42,45895,13.5
78.6,92,0,12.61,45163,13.6
78.3,95,0,12.91,446175,13.5
78,96,0,12.89,441525,13.4
77.8,98,0,13.14,4363,13.5
65.5,22,28,,2423488,10.3
65.1,225,29,0.01,2358981,10.3
64.7,23,29,0.87,22961146,10.3
64.3,235,30,0.87,22346573,10.2
63.8,241,31,0.97,21743949,10.2
63.3,248,32,1.03,2115164,10.2
62.8,254,33,0.91,2569121,9.7
62.3,259,34,0.68,19996469,9.4
61.9,261,35,0.71,19433523,9.1
61.4,263,36,0.68,1888268,9
69,265,37,0.72,18336724,8.9
64,267,38,0.81,1782997,8.7
59.9,268,40,0.93,17279141,8.5
59.3,271,41,0.9,16765117,8.3
58.7,276,42,1.05,1626932,8.2
57.9,283,44,1.16,1576686,8
58.3,365,26,,1757367,10.8
57.6,377,27,0.01,1768838,10.7
56.7,394,29,0.01,16577147,10.7
55.3,42,31,0.01,169735,10.7
54.1,441,32,1.23,15627618,10.6
52.9,462,35,1.08,1516795,10.2
51.5,491,36,1.16,1471462,9.9
50,525,36,1.27,14271234,9.6
48.5,559,37,1.18,1384969,9.7
47.1,587,38,1.18,13429262,9.6
46,66,39,1.04,1339711,9.7
45.1,615,40,1.11,1267638,10
44.6,613,43,1.08,12336687,10.3
44,67,46,1.1,1213711,10.4
43.5,599,48,1.15,11695863,10.1
43.1,588,51,1.18,11376172,10.7
75,123,4,,3723155,13.1
74.8,126,4,0.52,322817,13
74.6,128,3,0.53,2976724,12.9
74.5,129,3,0.53,2917456,12.9
74.3,13,3,0.51,28635128,13
74.1,131,3,0.49,28112289,12.8
74,131,3,0.47,2765383,12.6
73.8,132,3,0.47,2711169,12.5
73.7,133,3,0.43,26625845,12.3
73.6,134,3,0.42,26143566,12.7
73.4,135,3,0.46,25659393,12.9
73.2,137,3,0.49,2517419,12.7
73.1,138,3,0.48,2468873,12.1
72.9,14,4,0.49,24198811,12
72.7,144,4,0.53,2369897,11.9
72.4,149,4,0.54,2318568,11.6
78.5,61,0,,49163,12.7
78.2,62,0,0.01,41,12.7
77.9,64,0,0.01,393,12.4
77.6,65,0,0.01,385,12.1
77.3,67,0,1.92,377,11.8
76.7,73,0,1.83,367,11.6
76.3,75,0,1.59,36,11.8
75.9,81,0,1.76,362,11.8
75.4,82,0,1.78,349,11.9
75,88,0,1.62,333,12
74.3,93,0,1.47,321,12.1
73.4,16,0,1.6,312,12.2
72.7,112,0,1.75,34,11.8
71.8,124,0,1.95,297,12
78,129,0,1.98,292,11.8
69.6,139,0,1.83,286,11.3
58.2,266,52,,1746795,8.4
57.8,272,52,0.01,16962846,8.2
57.3,275,53,0.01,16477818,8
57.2,27,53,0.01,16667,7.7
56.8,271,54,0.61,1554989,7.5
56.5,273,54,0.6,157585,7.3
56,276,55,0.59,1466597,7.1
55.5,278,55,0.57,14138216,5.8
55,282,56,0.55,1367566,6.4
54.3,288,57,0.53,1322764,6.1
53.6,29,57,0.55,12798763,5.8
52.8,296,58,0.49,1239196,5.5
52,299,59,0.54,125128,5.2
51.2,31,60,0.53,11638929,4.9
55,34,60,0.51,11293258,4.6
49.8,37,60,0.47,196769,4.4
81.7,54,0,,431874,14.6
81.4,55,0,8.49,427364,14.3
81.1,57,0,8.58,423374,14.2
81,58,0,7.67,419455,14.1
87,59,0,6.91,416268,14.8
83,62,0,7.91,41458,14.6
82,63,0,7.38,412477,14.4
80,64,0,7.14,49379,14.6
79.6,65,0,7.45,46724,14.4
79.3,66,0,8.84,4538,14.8
79,67,0,6.41,43834,14.8
78.7,69,0,6.53,41268,14.2
78.5,71,0,6.7,398582,13.8
78.2,75,0,5.73,395969,13.8
77.8,79,0,5.62,39328,13.7
77.5,8,0,5.59,3987,13.8
,,0,0.01,,0
63.1,25,8,,4182341,8.5
63,26,8,0.01,46392,8.5
62.7,28,8,0.01,394617,8.2
62.5,29,8,0.01,383239,7.8
62.2,212,8,0.01,3717672,7.7
62,214,8,0.01,369543,7.6
61.7,215,8,0.01,356288,7.1
61.4,217,8,0.02,347541,7.2
61.2,219,8,0.02,3312665,7.4
69,221,8,0.01,322653,7.2
66,223,8,0.01,31372,7.2
64,224,8,0.01,342823,6.7
63,226,8,0.01,2957117,6.6
62,228,7,0.02,2873228,6.5
61,229,7,0.01,279729,6.5
60,23,7,0.03,279359,6.4
74.6,146,0,,126265,15.2
74.2,148,0,0.01,126934,14.7
74.1,147,0,0.01,1258653,14.7
73.9,154,0,0.01,1255882,14.3
73.6,158,0,3.03,125244,14.1
73.3,163,0,2.95,1254,14
72.8,166,0,2.83,1247429,13.8
72.7,166,0,2.49,1244121,13.6
72.9,161,0,3.24,123963,13.5
71.8,165,0,3.73,1233996,13.4
72.1,168,0,3.94,1228254,13
71.9,168,0,4.16,12213,12.8
71.5,174,0,4.08,121337,12.6
71.5,179,0,4.14,124621,12.5
71.5,177,0,4.38,1196287,12.2
71,177,0,4.6,1186873,12.1
76.7,122,30,,12589949,13.3
76.6,122,31,5.26,1242216,13.1
76.6,12,32,5.23,122535969,12.9
76.3,123,33,5.29,1282837,12.7
76.1,124,34,5.3,119917,12.6
75.6,127,35,5.21,117318941,12.5
75.7,13,36,5.27,11555228,12.5
75.6,127,37,5.36,11366189,12.3
76,123,38,5.35,111836346,12.3
75.8,125,40,5.11,1192378,12.2
75.3,126,42,4.93,18472228,12.2
75.4,124,44,4.9,16995583,12.1
75,127,46,4.88,1564453,11.9
75,127,49,4.77,1435568,11.6
75,126,52,4.86,136768,11.6
74.8,129,55,4.99,11719673,11.4
69.4,166,0,,,11.7
69.4,164,0,1.58,,11.7
69.2,166,0,1.67,,11.7
69,168,0,2.98,,11.7
68.9,169,0,1.89,,11.7
68.7,171,0,1.76,,11.5
68.5,172,0,2.06,,11.4
68.4,174,0,1.97,,11.2
68.2,175,0,1.64,,11
68,176,0,1.73,,10.9
67.9,178,0,1.9,,10.7
67.7,179,0,2.02,,10.5
67.5,18,0,3.15,,10.4
66.2,21,0,2.78,,10.2
67.2,183,0,2.82,,10.1
67,185,0,2.23,,0
,,0,0.01,,
68.8,222,1,,2976877,14.8
68.4,225,1,0.01,2923896,14.8
68.1,227,1,0.01,286917,14.7
67.8,231,1,0.01,2814226,14.7
67.3,235,1,0.01,2761516,14.6
66.3,25,1,5.8,271265,14.3
66.9,235,1,4.61,2668289,13.8
67.4,225,2,4.26,2628131,13.4
65.9,26,2,3.79,259167,13
65,271,2,2.91,255812,12.7
64.5,274,2,2.75,2526446,11.8
64,284,2,1.75,2496832,11.2
64,271,2,1.31,2469286,10.5
63.8,263,2,2.43,2443659,10.1
63.2,266,2,2.87,2419776,9.4
62.8,274,2,2.79,2397436,8.9
76.1,16,0,,622159,15.1
75.9,17,0,0.01,62181,15.1
75.8,19,0,0.01,62127,15.1
75.6,11,0,0.01,6261,15.1
75.4,113,0,6.56,6279,15.1
75.3,115,0,6.56,619428,15
75,117,0,6.45,618294,14.6
74.6,121,0,6.17,616969,14.2
74.2,125,0,4.98,615875,13.6
73.8,13,0,5.38,61525,13.2
73.6,133,0,,614261,12.8
73.5,134,0,0.01,613353,12.6
73.5,134,0,0.01,612267,0
73.4,136,0,0.01,69828,0
73.3,136,0,0.01,67389,0
73,144,0,0.01,6495,0
74.3,95,17,,3483322,12.1
74.1,96,18,0.43,3431882,12.1
73.9,97,18,0.45,33824769,12.1
73.6,99,19,0.55,33333789,11.6
73.3,14,19,0.54,32858823,11.2
72.8,11,20,0.56,3249639,10.7
72.3,116,20,0.62,31989897,10.5
71.8,123,21,0.51,31596855,10.3
71.4,128,21,0.56,31225881,10
71,133,22,0.58,3869346,10
77,137,22,0.47,35217,9.8
72,142,23,0.56,3179285,9.6
69.9,146,24,0.58,29843937,9.3
69.5,15,25,0.46,29512368,8.8
69,155,26,0.46,29181832,8.5
68.6,16,27,0.45,28849621,8
57.6,355,60,,281691,9.1
56.7,375,61,0.01,27212382,9.1
55.3,46,62,1.16,26434372,9.1
54.8,48,64,1.19,2567666,9.2
54.3,47,66,0.94,249395,9.5
54,47,69,0.96,2422145,9.3
53.8,4,70,1.18,2352463,9.2
53.2,45,72,1.48,22846758,8.8
52.1,425,74,1.03,22188387,8.2
51.2,434,78,1.2,21547463,7.9
58,434,80,1.23,29237,7.3
54,429,82,1.54,231275,7
51,424,85,1.68,19716598,6.7
49.8,416,87,2.16,19139658,6.2
49.5,48,90,2.09,18588758,5.8
49,43,93,1.14,1867687,5.4
66.6,199,39,,5243669,9.1
66.4,21,40,0.01,51924182,9.1
66.2,22,42,0.7,51448196,9.1
65.9,25,44,0.55,5986514,9.1
65.6,27,47,0.33,555331,9.1
65.4,29,49,0.3,5155896,8.8
65.2,211,52,0.28,49869,8.5
59.2,296,59,0.3,49479752,8.2
64.5,217,58,0.26,49171586,8.1
64.2,22,61,0.28,48846474,8
63.9,224,64,0.28,48482614,7.9
63.5,228,66,0.44,487377,7.8
63.2,231,69,0.4,47624894,7.7
62.8,235,71,0.41,471422,7.6
62.5,239,72,0.38,46627994,7.6
62.1,243,73,0.35,4695462,7.5
65.8,248,2,,2425561,11.7
65.9,242,2,0.01,237992,11.7
66.1,232,3,0.01,231652,11.6
65.8,232,3,0.01,2263934,11.5
64.3,268,3,7.84,2215621,11.5
63,299,3,7.58,217317,11.4
62.4,36,3,7.99,21374,11.4
61.7,317,3,6.28,216375,11.3
60,356,3,5.12,279915,11.3
57,431,3,4.94,255734,11.4
55.1,477,3,4.89,232196,11.6
54.7,483,3,4.8,29228,11.7
55,471,3,5.28,1986535,11.7
55.7,452,3,5.09,1962147,11.8
56.5,426,3,5.09,1933596,11.7
57.4,41,3,5.73,1899257,11.5
,,0,0.01,,9.6
69.2,165,17,,28656282,12.2
69.6,158,18,0.01,28323241,12.4
69.3,162,19,0.27,2798531,12.3
68.9,167,20,0.26,27649925,12.3
68.4,172,22,0.27,27327147,12
68,178,23,0.24,2723137,11.1
67.5,183,25,0.22,2674113,10.5
67,189,27,0.21,26475859,10.1
66.6,194,29,0.2,26214847,10
66,21,31,0.2,2594618,9.6
65.4,28,33,0.2,2564287,9.4
64.7,218,35,0.21,2539449,9.3
64.3,22,38,0.2,2495623,9.2
63.1,238,40,0.19,24566342,8.6
63.2,23,43,0.09,24161777,9
62.5,238,46,0.08,2374911,8.9
81.9,57,1,,16939923,18.1
81.7,58,1,0.01,168658,18.1
81.4,6,1,8.68,1684432,18.1
81.1,62,1,9.05,16754962,18.1
81.1,63,1,8.96,1669374,17.2
88,64,1,9.33,16615394,17
86,65,1,9.23,1653388,16.9
83,68,1,9.62,16445593,16.8
82,68,1,9.53,16381696,16.6
79.8,71,1,9.79,1634611,16.5
79.4,72,1,9.69,16319868,16.4
79.2,77,1,9.56,16281779,16.5
78.7,8,1,9.56,1622532,16.5
78.4,81,1,9.68,16148929,16.9
78.3,82,1,9.95,164618,16.7
78.1,84,1,10.06,15925513,16.5
81.6,66,0,8.7,,19.2
81.5,67,0,9.07,,19.2
81.3,69,0,9.18,,19.3
81.1,7,0,9.2,,19.5
86,72,0,9.47,,19.7
89,71,0,9.62,,20.3
85,73,0,9.24,,19.3
81,75,0,9.49,,19.5
81,76,0,9.19,,19.2
79.9,76,0,9.34,,19.1
79.9,78,0,9.31,,18.9
79.2,79,0,9.15,,18.4
79.1,82,0,8.91,,18.2
78.7,83,0,9.13,,17.5
78.5,83,0,8.75,,17.4
78.6,87,0,8.91,,17.2
74.8,145,2,,68235,11.7
74.5,148,2,3.55,613997,11.6
73.9,157,2,3.58,5945747,11.5
73.9,157,2,3.63,587718,11.5
74.5,147,3,3.39,58782,11.5
73.2,154,3,3.38,5737723,11.4
73.2,163,3,3.36,5666581,11.3
72.5,169,3,3.64,559456,11.1
72.5,173,3,3.83,552216,11
73,17,3,3.69,545211,11
71.2,194,3,3.7,5379328,11
71,194,4,3.81,53973,11
76,198,4,3.77,524879,11
75,197,4,3.5,5171734,10.7
73,193,4,3.51,5175,10.4
73,192,4,3.61,526796,10.1
61.8,22,49,,19896965,5.4
61.4,223,49,0.01,19148219,5.3
69,227,49,0.01,18426372,5.3
63,232,49,0.01,17731634,5.1
59.4,241,50,0.15,1764636,4.8
58.2,252,50,0.12,16425578,4.5
57.1,263,51,0.11,15813913,4.2
56,272,52,0.12,15228525,4
55.2,276,53,0.1,14668338,3.8
54.5,277,54,0.11,1413264,3.7
53.7,278,55,0.11,13618449,3.5
52.9,279,56,0.11,1312712,3.1
52.1,28,56,0.1,1265687,3
51.4,282,57,0.1,12262,2.9
56,283,57,0.11,11771976,2.9
50,284,58,0.1,11352973,2.8
54.5,344,483,,181181744,10
53.6,362,490,0.01,1764652,10
53.2,367,498,8.3,17182933,9.8
52.7,374,505,8.54,167297284,9.7
52.3,375,513,8.75,16287776,9.6
52,374,521,8.9,158578261,9.5
51.6,376,527,9.05,15442181,9.3
59,386,536,9.3,1534739,9.2
55,388,542,9.55,14641724,9.1
49.8,396,549,9.66,14261494,9
49.2,4,556,9.71,138939478,8.9
48.5,47,563,9.76,135393616,8.5
48.1,41,567,9.75,131972533,8.1
47.7,49,571,9.61,12866671,7.7
47.4,48,574,9.58,125463434,8
47.1,45,576,9.23,1223529,7.6
,,0,0.01,,
81.8,59,0,5.97,518867,17.7
81.6,61,0,6.06,5137232,17.7
81.5,62,0,6.21,579623,17.5
81.3,61,0,6.21,518573,17.6
81.1,67,0,6.53,495388,17.6
81,66,0,6.59,4889252,17.4
89,67,0,6.68,4828726,17.4
86,67,0,6.75,4768212,17.6
85,67,0,6.6,479153,17.6
84,7,0,6.47,466677,17.5
81,73,0,6.37,4623291,17.6
79.8,77,0,6.22,459191,17.5
79.4,78,0,6.04,4564855,17.1
78.9,81,0,5.89,4538159,17.1
78.8,82,0,5.49,4513751,17.5
78.5,85,0,5.67,449967,17.1
76.6,99,1,,,13.7
76.4,11,1,0.4,,13.7
76.2,12,1,0.46,,13.7
76,14,1,0.51,,13.7
75.8,15,1,0.54,,13.6
75.6,16,1,0.56,,13.5
75.4,18,1,0.56,,12.4
75.2,19,1,0.57,,11.9
74.9,113,1,0.57,,11.5
74.7,115,1,0.58,,11.6
74.3,118,1,0.63,,11.5
74,122,1,0.61,,11.5
73.6,127,1,0.56,,11.2
73.3,13,1,0.54,,11
72.9,134,1,0.55,,10.7
72.6,138,1,0.38,,10.4
66.4,161,352,,18938513,8.1
66.2,162,359,0.01,185546257,7.8
66,163,365,0.04,181712595,7.7
65.7,165,369,0.04,177911533,7.6
65.5,167,371,0.04,174184265,7.5
65.1,172,372,0.04,1756182,7.5
64.8,175,371,0.03,1674958,7.3
64.6,177,369,0.03,16364463,7.3
64.4,178,367,0.03,16332974,6.7
64.2,179,365,0.03,15793993,6.5
62.9,2,364,0.04,15399667,6.1
63.7,183,364,0.01,15783,5.6
63.5,185,366,0.01,1477341,5.6
63.2,187,371,0.01,144654143,5.5
63,189,377,0.01,14161437,5.4
62.8,19,385,0.02,138523285,5.3
,,0,,292,14.2
77.8,118,1,,3969249,13
77.6,119,1,6.74,393986,13
77.5,118,1,6.89,3838462,12.9
77.2,12,1,6.95,3772938,12.8
77.3,121,1,6.9,377782,12.9
76.5,122,1,6.94,3643222,12.8
76.8,127,1,6.87,3579385,12.8
76.5,127,1,6.74,3516268,12.8
76.4,124,1,6.16,345387,12.9
76.2,125,1,5.72,339195,12.9
75.8,122,1,5.53,333465,12.9
75.8,123,1,5.69,3269541,12.8
75.5,126,1,5.52,329174,12.8
75.7,125,1,5.52,3149265,12.6
75.5,124,2,5.43,389684,12.4
75.7,121,2,5.58,33347,12.1
62.9,275,10,,7919825,10
62.7,278,10,0.01,7755785,10
62.4,281,10,0.01,7592865,10
62.2,284,10,0.01,743836,9.9
62,285,10,0.88,7269348,9.9
61.8,286,10,0.79,718239,9.6
61.6,288,11,0.82,6947447,9.2
61.4,29,11,0.81,6787187,8.9
61.1,295,11,0.71,6627922,8.6
68,299,11,0.64,647272,8.2
64,37,11,0.84,631479,7.9
59.9,314,11,0.58,6161517,7.6
59.6,321,11,0.59,61724,7.2
59.3,327,11,0.61,5862316,6.9
59.1,331,11,0.68,5716152,6.6
58.9,335,11,0.73,5572222,6.2
74,146,2,,6639119,12.3
73.9,147,3,0.01,6552584,12.3
73.8,148,3,5.03,646574,12.3
73.6,148,3,5.36,6379219,12.3
73.4,15,3,5.79,6293783,12.3
73.2,152,3,5.65,629877,12.4
73,155,3,5.39,6127837,12.1
72.7,157,3,6.14,647117,11.9
72.5,159,3,5.61,5966159,12
72.3,161,3,5.61,5882796,12.1
72.1,163,3,6.38,5795494,12.3
71.9,165,3,6.2,57374,12.1
71.7,166,4,6.64,56795,12.7
71.5,168,4,5.66,558611,12.2
71.2,17,4,6.66,546624,11.8
79,172,4,6.78,5327,11.6
75.5,123,8,,31376671,13.4
75.3,125,8,0.01,3973354,13.4
75.3,125,8,5.38,3565716,13.4
74.9,129,9,5.14,3158966,13.4
74.5,133,9,4.83,29759989,13.4
73.7,14,10,4.72,29373646,13.3
73.8,14,10,4.69,29157,13.3
73.9,138,11,4.85,2864198,13.2
74,133,11,4.29,28292724,13.2
74.2,134,12,4.22,27949944,13
72.8,148,13,4.44,276141,13
72.2,151,14,4.27,27273194,12.8
72.1,152,15,4.5,26937738,13.3
72.6,144,16,4.03,2661467,13.9
72.4,142,17,4.22,26261363,13.4
71.4,154,18,4.59,25914879,13.5
68.5,211,52,,11716359,11.7
68.4,214,54,4.52,112249,11.7
68.1,219,55,4.61,9848132,11.7
68.1,217,56,5.02,96866642,11.6
68,218,57,4.96,9527794,11.5
67.9,218,58,4.85,93726624,11.4
68,219,59,4.42,9222879,11.7
67.5,217,60,4.21,9751864,11.5
67.5,216,62,4.19,8929349,11.4
67.3,219,63,4.08,8789419,11.5
67,223,65,4.22,86274237,11.6
67.3,218,66,4.45,84678493,11.6
67.2,217,67,4.44,8331954,11.6
66.8,221,68,4.42,813526,11.4
66.8,221,68,4.54,79665315,11.4
66.8,219,69,4.73,77991569,11.4
77.5,117,2,,37986412,16.4
77.3,12,2,10.71,3811735,16.4
77.1,12,2,11.63,384196,15.4
76.8,125,2,10.81,3863164,15.3
76.7,128,2,10.93,3863255,15.4
76.3,13,2,10.59,3842794,15.1
75.7,136,2,10.7,3815163,15.1
75.5,14,2,11.4,38125759,15
75.3,144,2,10.9,381256,15
75.2,144,2,10.4,38141267,15
75,144,2,9.5,38165445,14.8
74.9,143,2,9.19,38182222,15.5
74.7,142,3,9.06,382457,15.3
74.5,145,3,8.02,3823364,15
74.2,149,3,7.74,3824876,14.7
73.7,153,3,8.4,38258629,14.6
81.1,76,0,,135876,16.6
89,78,0,9.88,14162,16.8
86,79,0,10,1457295,16.3
83,81,0,11.96,1514844,16.3
82,85,0,11.92,155756,16.2
79.6,88,0,12.25,15731,16
79.3,9,0,12.03,1568247,16
79,92,0,12.35,1558177,15.8
78.7,94,0,12.57,1542964,15.4
78.5,96,0,13.11,1522288,15.4
77.7,11,0,13.33,15333,15.4
78,99,0,13.45,1483861,15.9
77.3,15,0,14.21,1458821,15.8
77.2,17,1,12,1419631,15.9
76.9,11,1,12.22,1362722,15.7
76.6,11,1,11.89,1289898,15.5
78.2,68,0,,,13.4
78.1,69,0,1.15,,13.4
77.9,7,0,1.2,,13.4
77.8,72,0,1.13,,13.4
77.5,74,0,1.16,,12.4
77.3,76,0,1.16,,12
77,79,0,1.11,,11.8
76.8,82,0,1.37,,11.7
76.7,83,0,1.24,,12.6
76.6,83,0,1.28,,13.7
76.6,84,0,1.18,,13.7
76.6,84,0,1.11,,13.5
76.5,85,0,1,,12.8
76.4,85,0,0.87,,12.2
76.3,87,0,0.76,,12.6
76.2,88,0,0.5,,13
82.3,64,1,,,
82,66,1,0.01,,
81.7,68,1,9.33,,
81.2,69,1,9.56,,
81.1,72,2,9.34,,
87,74,2,9.23,,
86,75,2,8.97,,
83,75,2,9.31,,
79.8,77,2,9.05,,
79.4,79,2,8.83,,
78.7,84,2,9.03,,
78.2,89,3,9.18,,
77.6,95,3,9.66,,
77.1,99,3,9.55,,
76.7,17,3,11.45,,
76,116,4,10.33,,
72.1,157,1,,,
71.8,162,1,9.99,,
71.7,163,1,10.49,,
79,175,1,10.68,,
77,177,1,9.45,,
68.8,219,1,8.25,,
69,218,1,8.45,,
68.9,228,1,9.07,,
68.3,237,1,9.66,,
68,242,1,8.36,,
67.3,248,1,10.78,,
68,225,1,12.27,,
67.6,226,1,8.15,,
67.5,225,1,6.71,,
67.6,228,1,10.98,,
67.1,235,1,9.89,,
75,133,2,,19815481,14.7
74.8,135,2,0.01,1998979,14.7
74.6,138,2,9.59,19983693,14.7
74.4,138,2,9.58,25835,15.3
74.3,139,2,9.1,2147528,15.7
73.4,153,2,9,2246871,15.8
73.1,158,2,10.4,2367487,15.4
73.1,159,2,11.9,2537875,14.7
72.9,154,3,10.6,2882982,14.1
72.5,157,3,8.51,2119376,13.7
71.9,162,3,7.68,21319685,13.4
71.7,165,4,9.82,21451748,12.9
71.1,174,4,8.78,21574326,12.5
77,178,4,9.62,2173496,12
78,179,4,9.78,2213197,11.7
77,175,4,10.16,22442971,11.5
75,222,13,,1449687,15
73,225,13,10.12,143819666,14.9
70,229,14,10.58,14356911,14.6
69.6,237,14,10.99,14321676,14.3
69.4,242,14,11.04,14296868,14
68.4,256,15,11.05,142849449,13.7
68.2,261,15,11.21,142785342,14
67.5,278,16,12.04,14274235,13.9
67.3,282,16,12.19,1428588,13.8
66.4,3,17,11.79,14349528,13.8
65,327,18,11.57,143518523,13.7
64.9,321,19,11.5,1446754,13.6
64.6,322,20,11.32,144648257,13.2
64.8,313,20,10.87,1453646,12.8
65.1,38,21,10.47,14597683,12.5
65,37,22,10.18,146596557,12.1
66.1,227,11,,11629553,10.8
65.7,23,12,0.01,11345357,10.8
65.2,233,12,0.01,1165151,10.8
64.6,239,13,0.01,1788853,10.5
63.8,247,14,8.34,151671,10.2
62.8,26,16,7.92,1246842,10
61,288,17,7.11,9977446,10.2
68,282,18,6.39,978169,10.4
59.6,295,20,6.78,944742,10.1
57.6,328,22,6.88,92658,9.3
55.3,37,24,7.01,8991735,8.8
53.4,397,26,6.75,8818438,8.2
52,48,29,6.66,868346,7.6
57,415,31,7.82,853625,7.2
48.6,438,33,5.72,832946,7.1
48.3,426,34,7.13,82573,6.6
,,0,8.54,,13.4
75.2,138,0,,,13.1
75,139,0,9.97,,13.1
74.8,141,0,9.73,,13.1
74.7,142,0,9.99,,13
74.6,143,0,10.43,,12.9
74.2,147,0,10.87,,12.8
74.3,147,0,11.09,,12.7
74.1,149,0,12.09,,12.6
73.9,151,0,12.68,,12.8
73.5,155,0,13.45,,12.4
73.1,16,0,12.32,,12.2
72.6,166,0,11.93,,12.3
72.2,171,0,12.55,,12.4
72,174,0,11.85,,12.5
71.8,178,0,12.03,,12.6
71.6,183,0,11.69,,12.8
73.2,156,0,,,13.3
73.1,157,0,7.01,,13.3
72.7,161,0,7.07,,13.3
72.8,159,0,6.93,,13.3
72.7,16,0,7.02,,13.3
72.5,162,0,7,,13.3
72.3,165,0,6.85,,13.3
72.1,167,0,6.92,,13.3
71.9,17,0,5.89,,13.3
71.7,173,0,5.93,,13.3
71.4,177,0,6.04,,13.3
71.2,181,0,5.42,,13.2
71,184,0,5.1,,13
79,186,0,4.94,,12.9
79,186,0,4.73,,12.8
79,186,0,4.8,,12.7
74,125,0,,193759,12.9
73.8,128,0,0.01,19229,12.9
73.6,131,0,0.01,19757,12.9
73.2,136,0,0.01,189194,12.9
73,139,0,2.15,187665,12.9
72.6,144,0,3.01,18625,12.9
76,172,0,2.88,184826,12.9
72.5,146,0,3.97,183526,12.9
72.2,149,0,3.85,182286,12.9
72,153,0,3.52,18194,12.7
71.6,16,0,3.63,179929,12.6
71.4,162,0,3.62,178781,12.4
79,169,0,4.17,177662,12.3
76,174,0,3.3,176582,12.1
75,175,0,3.43,175566,12
72,18,0,3,17461,12.1
,,0,0.01,,15.1
67.5,19,0,,195553,11.2
67.3,191,0,0.01,191266,11.1
67.1,192,0,0.01,18745,11
66.9,194,0,0.01,182889,10.8
66.6,198,0,5.69,1788,10.6
66.2,24,0,5.58,174776,10.6
65.8,21,0,4.13,17813,10.1
65.4,215,0,4.36,166913,10.4
65.1,217,0,4.14,16311,10.3
64.7,22,0,5.46,159328,10.2
64.3,222,0,5.27,15563,10
63.8,224,0,5.78,151969,9.8
63.4,225,0,6.54,148372,9.7
63.1,226,0,5.8,144889,9.6
62.8,225,0,5.02,141622,9.4
62.6,224,0,5.07,13866,9.3
74.5,88,7,,,16.1
74.4,88,7,0.09,,15.8
74.3,89,8,0.09,,15.2
74.1,9,8,0.09,,14.5
73.9,92,8,0.09,,13.9
73.7,94,8,0.09,,13.3
73.4,97,8,0.09,,13
73.3,98,9,0.09,,12.8
73.2,99,9,0.1,,12.7
73.2,1,9,0.08,,12.5
73.1,11,9,0.05,,12.4
73.1,12,9,0.06,,12.3
73,13,9,0.05,,12.2
72.9,15,10,0.05,,12.1
72.8,17,10,0.05,,12
72.6,11,10,0.05,,11.8
66.7,188,19,,14976994,9.5
66.4,192,19,0.26,14546111,9.1
66,196,20,0.26,141232,8.7
65.6,2,20,0.28,1373513,8.3
64.9,26,20,0.32,13391,7.9
64.3,212,21,0.28,12916229,7.7
63.5,219,21,0.3,1255917,7.5
62.8,225,22,0.28,1223957,7.1
62.1,23,22,0.32,11873557,6.8
61.3,236,23,0.34,11556763,6.6
65,242,23,0.33,11251266,6.4
59.7,247,24,0.35,1955944,6.2
59,251,25,0.33,16799,5.9
58.4,252,25,0.36,1396861,5.7
57.9,251,26,0.34,1134497,5.4
57.5,25,27,0.29,988452,5.2
75.6,121,1,,795383,14.4
75.4,123,1,9.09,713576,14.3
75.3,122,1,9.16,7164132,14.1
74.9,126,1,9.38,719977,14
74.6,127,1,9.56,723499,13.5
74.4,128,1,9.65,7291436,13.6
74.1,131,1,9.85,73287,13.6
74,132,1,9.54,735222,13.5
73.8,132,1,9.3,7381579,13.5
73.6,133,1,8.58,7411569,13.4
73,135,1,9.6,744769,13.2
73,134,1,7.42,7463157,13.1
73,134,1,7.25,748591,13
72.9,133,1,6.95,7496522,13.2
73.1,135,1,7.53,753433,13.1
72.6,141,1,7.38,7516346,13
73.2,168,0,,93419,14.1
73,17,0,0.01,91359,13.2
72.9,172,0,0.01,89949,13.5
72.7,174,0,0.01,8833,13.5
72.6,177,0,9.72,87441,13.3
72.4,18,0,6.51,8977,13.2
72.3,182,0,4.94,87298,13.2
72.2,184,0,6.33,86956,13.2
72.2,185,0,8.12,8533,13.1
72.2,185,0,8.12,846,13.1
72.2,185,0,7.82,82858,12.1
72.1,186,0,7.91,82475,12.3
72.1,185,0,7.41,82781,12.1
72.1,186,0,11.15,83723,12.1
72,187,0,6.72,8122,12.2
71.8,188,0,8.24,81131,12.3
51,413,22,,723725,9.5
48.1,463,23,0.01,779162,9.5
54,47,23,0.01,692279,9.3
49.7,411,25,0.01,676613,9.1
48.9,418,26,3.78,6611692,8.9
48.1,424,27,3.84,645872,8.7
47.1,433,28,3.97,63126,8.5
46.2,441,29,3.91,6165372,8.3
45.3,45,29,3.86,615417,8.2
44.3,464,30,3.8,5848692,8
43.3,48,30,3.83,5658379,7.8
42.3,496,30,3.99,5439695,7.6
41.5,57,30,4.07,5199549,7.4
48,513,30,4.06,4957216,7.2
